,replacement,config,ipc,instructions,cycles,total_access,total_hit,total_miss,load_access,load_hit,load_miss,rfo_access,rfo_hit,rfo_miss,prefetch_access,prefetch_hit,prefetch_miss,writeback_access,writeback_hit,writeback_miss
549,lru,config1,0.264043,100000003,378726191,7007057,3632626,3374431,4052524,1233561,2818963,856745,301294,555451,0,0,0,2097788,2097771,17
550,lru,config1,1.475,100000003,67796628,1133161,1050164,82997,790337,734979,55358,47630,19999,27631,0,0,0,295194,295186,8
551,lru,config1,0.435836,100000003,229444363,2838711,742780,2095931,1956031,116,1955915,140009,0,140009,0,0,0,742671,742664,7
552,lru,config1,0.316736,100000000,315720585,2825482,2592264,233218,2094627,1861734,232893,16394,16087,307,0,0,0,714461,714443,18
553,lru,config1,0.0705668,100000000,1417097301,14619404,5810215,8809189,14276802,5484691,8792111,25886,8845,17041,0,0,0,316716,316679,37
554,lru,config1,0.566832,100000000,176419026,1490753,474081,1016672,835383,26353,809030,219225,13188,206037,0,0,0,436145,434540,1605
555,lru,config1,0.298451,100000003,335063032,5290129,2556723,2733406,3127296,853818,2273478,652040,192241,459799,0,0,0,1510793,1510664,129
556,lru,config1,2.07426,100000001,48209981,1896,9,1887,1706,0,1706,181,0,181,0,0,0,9,9,0
557,lru,config1,0.553368,100000000,180711553,119558,41676,77882,80544,3581,76963,1075,170,905,0,0,0,37939,37925,14
558,lru,config1,0.799406,100000002,125092963,991022,695669,295353,696690,472179,224511,102176,31618,70558,0,0,0,192156,191872,284
559,lru,config1,1.59504,100000003,62694549,827374,713673,113701,730855,617181,113674,414,410,4,0,0,0,96105,96082,23
560,lru,config1,0.509538,100000003,196256165,2445955,701456,1744499,1321299,106,1321193,423300,0,423300,0,0,0,701356,701350,6
561,lru,config2,0.45848,100000000,218111792,1167234,272462,894772,25684,1340,24344,264086,815,263271,611364,4525,606839,266100,265782,318
562,lru,config2,0.725263,100000001,137881058,42522,8795,33727,13577,404,13173,3352,12,3340,17694,481,17213,7899,7898,1
563,lru,config2,0.587261,100000001,170282021,5804212,2578897,3225315,422086,22771,399315,2473104,54130,2418974,435898,28965,406933,2473124,2473031,93
564,lru,config2,0.410592,100000000,243551057,157868,134386,23482,71023,61898,9125,11273,5630,5643,50719,42005,8714,24853,24853,0
565,lru,config2,0.603059,100000003,165821240,5145137,1699671,3445466,520036,99272,420764,17,0,17,3247772,223266,3024506,1377312,1377133,179
566,lru,config2,1.45985,100000003,68500373,830734,331177,499557,25753,18220,7533,201122,7861,193261,401383,102991,298392,202476,202105,371
567,lru,config2,0.608469,100000000,164346804,5503280,2449477,3053803,397202,21089,376113,2345797,55665,2290132,414162,26718,387444,2346119,2346005,114
568,lru,config2,0.359733,100000000,277983621,8747425,4469548,4277877,2260739,896697,1364042,764966,238733,526233,3561028,1173460,2387568,2160692,2160658,34
569,lru,config2,1.10976,100000003,90109936,1445760,526834,918926,118766,38900,79866,122078,67344,54734,1076526,292208,784318,128390,128382,8
570,lru,config2,0.903523,100000002,110677842,1573656,327726,1245930,202256,41308,160948,111863,28072,83791,1126384,125224,1001160,133153,133122,31
571,lru,config2,0.100615,100000002,993884565,21081613,10362862,10718751,9507619,5094216,4413403,164380,57560,106820,9646754,3448641,6198113,1762860,1762445,415
572,lru,config2,1.37647,100000002,72649797,631884,367271,264613,37032,33310,3722,152074,76239,75835,286972,102006,184966,155806,155716,90
573,lru,config2,0.250878,100000000,398599627,4309283,1792932,2516351,1522194,372133,1150061,248844,60688,188156,1532199,354848,1177351,1006046,1005263,783
574,lru,config2,0.647197,100000000,154512571,4600747,1975899,2624848,463818,158849,304969,743629,88700,654929,2293425,629612,1663813,1099875,1098738,1137
575,lru,config2,0.599946,100000001,166681551,4812919,1581433,3231486,462133,7700,454433,126469,85775,40694,2860023,123750,2736273,1364294,1364208,86
576,lru,config2,0.533465,100000003,187453827,4917133,1526698,3390435,1217454,0,1217454,24,0,24,2172957,0,2172957,1526698,1526698,0
577,lru,config2,0.473027,100000001,211404608,4047262,1040436,3006826,835053,0,835053,24,0,24,2171749,0,2171749,1040436,1040436,0
578,lru,config2,0.331504,100000001,301655512,4673123,304805,4368318,2217620,105154,2112466,24920,1865,23055,2350214,117417,2232797,80369,80369,0
579,lru,config2,0.500206,100000001,199917764,479275,325683,153592,108318,60078,48240,72099,33789,38310,138994,71952,67042,159864,159864,0
580,lru,config2,0.464462,100000000,215302976,13011018,10805782,2205236,5290758,4489316,801442,0,0,0,6807158,5403733,1403425,913102,912733,369
581,lru,config2,0.417176,100000003,239706959,3289624,47145,3242479,1592274,19852,1572422,5220,236,4984,1675282,10209,1665073,16848,16848,0
582,lru,config2,0.5678,100000003,176118410,6081286,2707216,3374070,452222,24718,427504,2591720,61222,2530498,445394,29454,415940,2591950,2591822,128
583,lru,config2,0.680474,100000000,146956434,1089562,291448,798114,57488,8038,49450,201522,1497,200025,601984,53618,548366,228568,228295,273
584,lru,config2,0.395868,100000000,252609168,656694,614500,42194,310903,293040,17863,30806,25247,5559,212703,193945,18758,102282,102268,14
585,lru,config2,0.742212,100000003,134732416,21346126,21273695,72431,165899,131232,34667,10463422,10457726,5696,183317,151249,32068,10533488,10533488,0
586,lru,config2,0.713592,100000000,140136144,3757322,1646900,2110422,402166,151581,250585,463760,118489,345271,2142228,630720,1511508,749168,746110,3058
587,lru,config2,0.88814,100000000,112594881,2346296,2099433,246863,882496,852189,30307,180762,96603,84159,1098161,965769,132392,184877,184872,5
588,lru,config2,0.468356,100000003,213512603,1174483,278470,896013,31203,2714,28489,265309,685,264624,610627,8058,602569,267344,267013,331
589,lru,config2,0.506866,100000000,197290801,3801551,1012105,2789446,656541,0,656541,20,0,20,2132885,0,2132885,1012105,1012105,0
590,lru,config2,0.482491,100000003,207257755,1112910,255779,857131,28569,2450,26119,245174,833,244341,593656,7293,586363,245511,245203,308
591,lru,config2,0.397362,100000003,251659464,635539,588801,46738,295074,274853,20221,30365,25087,5278,206818,185591,21227,103282,103270,12
592,lru,config2,0.577433,100000003,173180279,3300884,858074,2442810,970601,0,970601,136847,0,136847,1335347,0,1335347,858089,858074,15
593,lru,config2,0.706312,100000001,141580532,3583439,1008961,2574478,297443,42304,255139,622457,48175,574282,1900366,159293,1741073,763173,759189,3984
594,lru,config2,0.25959,100000001,385223385,2540961,561747,1979214,648329,25503,622826,277788,19323,258465,1131991,34129,1097862,482853,482792,61
595,lru,config2,0.770382,100000000,129805669,1795305,312419,1482886,314284,58291,255993,100199,18868,81331,1239413,94889,1144524,141409,140371,1038
596,lru,config2,0.135285,100000001,739182576,8757454,3702161,5055293,1894069,434702,1459367,1828631,105134,1723497,2271947,400914,1871033,2762807,2761411,1396
597,lru,config2,0.765877,100000003,130569239,1570512,1423629,146883,429763,402759,27004,294162,219422,74740,520617,475478,45139,325970,325970,0
598,lru,config2,0.116483,100000001,858494196,18787133,8622625,10164508,8478507,3854836,4623671,206574,63813,142761,7993970,2597434,5396536,2108082,2106542,1540
599,lru,config2,1.29106,100000001,77455832,382568,66483,316085,27854,197,27657,3434,4,3430,288045,3112,284933,63235,63170,65
600,lru,config2,0.351338,100000003,284626048,8761252,4445269,4315983,2254139,849461,1404678,871504,273745,597759,3460602,1147091,2313511,2175007,2174972,35
601,lru,config2,1.84659,100000000,54153845,1161467,1078226,83241,133704,125416,8288,47550,19994,27556,680396,633010,47386,299817,299806,11
602,lru,config2,0.554715,100000003,180272600,3481391,742782,2738609,1002004,6,1001998,140009,0,140009,1596707,113,1596594,742671,742663,8
603,lru,config2,0.340539,100000000,293652401,5227725,4954044,273681,2121380,2004250,117130,29855,29601,254,2267317,2111038,156279,809173,809155,18
604,lru,config2,0.107139,100000000,933365143,26980406,15113890,11866516,11729785,8645002,3084783,27348,9879,17469,14889542,6125287,8764255,333731,333722,9
605,lru,config2,0.750038,100000000,133326510,1495337,474792,1020545,86447,1933,84514,219210,13110,206100,753539,25152,728387,436141,434597,1544
606,lru,config2,0.38984,100000003,256515665,6620953,3144836,3476117,1715645,567745,1147900,658480,168568,489912,2686146,848031,1838115,1560682,1560492,190
607,lru,config2,2.07905,100000001,48098913,2155,25,2130,803,0,803,129,0,129,1200,2,1198,23,23,0
608,lru,config2,0.565194,100000002,176930345,134856,55497,79359,14906,4426,10480,1242,341,901,79613,11727,67886,39095,39003,92
609,lru,config2,0.911461,100000002,109714022,1373526,1058150,315376,396205,341234,54971,104382,34230,70152,675959,485874,190085,196980,196812,168
610,lru,config2,2.11637,100000000,47250621,865119,749834,115285,110521,94108,16413,417,416,1,655869,557021,98848,98312,98289,23
611,lru,config2,0.670663,100000003,149106153,2872436,700812,2171624,739059,4,739055,423298,0,423298,1009361,96,1009265,700718,700712,6
612,ship++_leaders_32,config1,0.410339,100000000,243700835,1162159,352811,809348,632029,172058,459971,264148,52150,211998,0,0,0,265982,128603,137379
613,ship++_leaders_32,config1,0.723631,100000001,138192060,32513,7758,24755,21583,407,21176,3395,1,3394,0,0,0,7535,7350,185
614,ship++_leaders_32,config1,0.552712,100000001,180926169,5752319,1406391,4345928,806178,73,806105,2473066,351444,2121622,0,0,0,2473075,1054874,1418201
615,ship++_leaders_32,config1,0.40945,100000000,244230268,81693,61811,19882,53416,39658,13758,10648,4526,6122,0,0,0,17629,17627,2
616,ship++_leaders_32,config1,0.347169,100000003,288044450,4687846,803391,3884455,3310973,696763,2614210,20,0,20,0,0,0,1376853,106628,1270225
617,ship++_leaders_32,config1,1.13923,100000003,87778505,789838,121305,668533,401374,95138,306236,194169,895,193274,0,0,0,194295,25272,169023
618,ship++_leaders_32,config1,0.574427,100000000,174086625,5455684,1428308,4027376,763534,142,763392,2345922,372434,1973488,0,0,0,2346228,1055732,1290496
619,ship++_leaders_32,config1,0.286967,100000000,348472368,6993604,3980719,3012885,4167476,1856969,2310507,751808,298810,452998,0,0,0,2074320,1824940,249380
620,ship++_leaders_32,config1,0.88457,100000002,113049290,1399115,1000882,398233,1148258,755005,393253,122689,118205,4484,0,0,0,128168,127672,496
621,ship++_leaders_32,config1,0.754017,100000002,132623015,1449303,960406,488897,1202497,726051,476446,114014,105420,8594,0,0,0,132792,128935,3857
622,ship++_leaders_32,config1,0.0924504,100000002,1081661234,12167861,5958552,6209309,10389009,4749437,5639572,150277,92565,57712,0,0,0,1628575,1116550,512025
623,ship++_leaders_32,config1,1.08329,100000002,92311150,613108,288551,324557,304678,113722,190956,151946,75641,76305,0,0,0,156484,99188,57296
624,ship++_leaders_32,config1,0.234425,100000000,426576556,3244347,1230032,2014315,1932738,494400,1438338,328603,96019,232584,0,0,0,983006,639613,343393
625,ship++_leaders_32,config1,0.464403,100000000,215330394,4478641,1169849,3308792,2621587,730719,1890868,760135,100538,659597,0,0,0,1096919,338592,758327
626,ship++_leaders_32,config1,0.369282,100000001,270796078,4564554,1051548,3513006,3073734,648246,2425488,126461,115198,11263,0,0,0,1364359,288104,1076255
627,ship++_leaders_32,config1,0.445441,100000001,224496794,4917103,215484,4701619,3390381,134821,3255560,24,24,0,0,0,0,1526698,80639,1446059
628,ship++_leaders_32,config1,0.346996,100000003,288188133,4047234,257785,3789449,3006773,158195,2848578,24,18,6,0,0,0,1040437,99572,940865
629,ship++_leaders_32,config1,0.367172,100000001,272352118,2613322,2303325,309997,2495340,2206429,288911,37617,21454,16163,0,0,0,80365,75442,4923
630,ship++_leaders_32,config1,0.490921,100000000,203698711,373283,130429,242854,144394,55291,89103,71290,12205,59085,0,0,0,157599,62933,94666
631,ship++_leaders_32,config1,0.397866,100000001,251340691,2498537,1059173,1439364,2298578,859739,1438839,0,0,0,0,0,0,199959,199434,525
632,ship++_leaders_32,config1,0.45864,100000003,218036104,1769069,1450510,318559,1739414,1437220,302194,12908,2360,10548,0,0,0,16747,10930,5817
633,ship++_leaders_32,config1,0.54937,100000003,182026685,6027258,1593856,4433402,843450,155,843295,2591797,467025,2124772,0,0,0,2592011,1126676,1465335
634,ship++_leaders_32,config1,0.430135,100000003,232485173,1058895,132786,926109,632847,50326,582521,201034,794,200240,0,0,0,225014,81666,143348
635,ship++_leaders_32,config1,0.394448,100000000,253518761,411671,390279,21392,296216,280469,15747,32929,27649,5280,0,0,0,82526,82161,365
636,ship++_leaders_32,config1,0.733269,100000003,136375671,21200174,21146024,54150,194764,150658,44106,10471722,10461785,9937,0,0,0,10533688,10533581,107
637,ship++_leaders_32,config1,0.493699,100000000,202552394,3679365,1366212,2313153,2465980,853640,1612340,467657,176747,290910,0,0,0,745728,335825,409903
638,ship++_leaders_32,config1,0.829223,100000000,120594871,1432041,1205270,226771,1067515,937594,129921,180712,99898,80814,0,0,0,183814,167778,16036
639,ship++_leaders_32,config1,0.416299,100000003,240212160,1165596,365171,800425,633144,159745,473399,265372,74708,190664,0,0,0,267080,130718,136362
640,ship++_leaders_32,config1,0.38156,100000001,262081771,3801525,113429,3688096,2789401,97486,2691915,20,20,0,0,0,0,1012104,15923,996181
641,ship++_leaders_32,config1,0.431606,100000003,231692625,1105152,358102,747050,614443,178941,435502,245232,65589,179643,0,0,0,245477,113572,131905
642,ship++_leaders_32,config1,0.395922,100000003,252574992,405076,381471,23605,285435,267622,17813,34069,28779,5290,0,0,0,85572,85070,502
643,ship++_leaders_32,config1,0.433753,100000003,230545888,2675520,62633,2612887,1680645,10072,1670573,136848,9413,127435,0,0,0,858027,43148,814879
644,ship++_leaders_32,config1,0.500266,100000002,199893653,3572647,856907,2715740,2180495,506809,1673686,629127,118855,510272,0,0,0,763025,231243,531782
645,ship++_leaders_32,config1,0.235508,100000001,424614237,1984880,254912,1729968,1160902,103894,1057008,340263,37784,302479,0,0,0,483715,113234,370481
646,ship++_leaders_32,config1,0.614103,100000000,162839045,1575101,832097,743004,1332839,663656,669183,103774,66845,36929,0,0,0,138488,101596,36892
647,ship++_leaders_32,config1,0.126353,100000001,791435658,6966716,2703261,4263455,2413973,418645,1995328,1812774,629162,1183612,0,0,0,2739969,1655454,1084515
648,ship++_leaders_32,config1,0.746976,100000003,133873108,1134857,1002401,132456,519848,460738,59110,292434,223789,68645,0,0,0,322575,317874,4701
649,ship++_leaders_32,config1,0.1159,100000001,862813942,11193205,5166735,6026470,8987771,3679065,5308706,195607,130917,64690,0,0,0,2009827,1356753,653074
650,ship++_leaders_32,config1,1.02609,100000001,97457700,381989,15220,366769,315489,5549,309940,3447,1,3446,0,0,0,63053,9670,53383
651,ship++_leaders_32,config1,0.282905,100000003,353475144,7006987,3786408,3220579,4052500,1726478,2326022,856726,324989,531737,0,0,0,2097761,1734941,362820
652,ship++_leaders_32,config1,1.45086,100000003,68924633,1133161,1043230,89931,790337,729264,61073,47630,19636,27994,0,0,0,295194,294330,864
653,ship++_leaders_32,config1,0.439561,100000003,227499697,2838711,64279,2774432,1956031,10355,1945676,140009,0,140009,0,0,0,742671,53924,688747
654,ship++_leaders_32,config1,0.316477,100000000,315978377,2825481,2583969,241512,2094627,1859653,234974,16394,16026,368,0,0,0,714460,708290,6170
655,ship++_leaders_32,config1,0.084299,100000000,1186253846,14619444,7788763,6830681,14276846,7551756,6725090,25869,16693,9176,0,0,0,316729,220314,96415
656,ship++_leaders_32,config1,0.598156,100000000,167180567,1490753,465887,1024866,835382,196114,639268,219225,29881,189344,0,0,0,436146,239892,196254
657,ship++_leaders_32,config1,0.323147,100000003,309456624,5290128,2805143,2484985,3127281,1397150,1730131,652049,262426,389623,0,0,0,1510798,1145567,365231
658,ship++_leaders_32,config1,2.07426,100000001,48209981,1896,9,1887,1706,0,1706,181,0,181,0,0,0,9,9,0
659,ship++_leaders_32,config1,0.553203,100000000,180765523,119555,22716,96839,80540,3062,77478,1075,170,905,0,0,0,37940,19484,18456
660,ship++_leaders_32,config1,0.815522,100000002,122620852,991020,716545,274475,696690,508190,188500,102175,39715,62460,0,0,0,192155,168640,23515
661,ship++_leaders_32,config1,1.53637,100000003,65088490,827374,674809,152565,730855,579273,151582,414,392,22,0,0,0,96105,95144,961
662,ship++_leaders_32,config1,0.515905,100000003,193834240,2445955,82803,2363152,1321299,1761,1319538,423300,5447,417853,0,0,0,701356,75595,625761
663,ship++_leaders_32,config2,0.459592,100000000,217584327,1164263,335520,828743,22156,2187,19969,264086,67439,196647,611918,149497,462421,266103,116397,149706
664,ship++_leaders_32,config2,0.725199,100000001,137893178,42522,7324,35198,13577,393,13184,3352,12,3340,17694,476,17218,7899,6443,1456
665,ship++_leaders_32,config2,0.641576,100000001,155866172,5798349,1379393,4418956,418782,19940,398842,2473095,353221,2119874,433349,25957,407392,2473123,980275,1492848
666,ship++_leaders_32,config2,0.410545,100000000,243578735,157868,133371,24497,71023,61821,9202,11273,5617,5656,50719,41316,9403,24853,24617,236
667,ship++_leaders_32,config2,0.604908,100000003,165314367,5145102,249514,4895588,521152,109120,412032,18,0,18,3246631,55991,3190640,1377301,84403,1292898
668,ship++_leaders_32,config2,1.4215,100000003,70348296,831801,67353,764448,26480,12203,14277,201336,7906,193430,401180,14159,387021,202805,33085,169720
669,ship++_leaders_32,config2,0.673368,100000000,148507153,5489578,1459679,4029899,390473,14940,375533,2345816,401350,1944466,407144,19140,388004,2346145,1024249,1321896
670,ship++_leaders_32,config2,0.379722,100000000,263350649,8713335,4862060,3851275,2236512,1108079,1128433,764942,278491,486451,3551413,1640608,1910805,2160468,1834882,325586
671,ship++_leaders_32,config2,1.22629,100000003,81546803,1445897,857157,588740,118934,99658,19276,121984,120742,1242,1076585,508577,568008,128394,128180,214
672,ship++_leaders_32,config2,1.04857,100000000,95368313,1574040,826307,747733,202450,167699,34751,111347,109684,1663,1127086,418086,709000,133157,130838,2319
673,ship++_leaders_32,config2,0.109508,100000002,913177860,21078176,9698532,11379644,9505784,5891637,3614147,164311,55874,108437,9645168,2298583,7346585,1762913,1452438,310475
674,ship++_leaders_32,config2,1.35988,100000002,73536102,632006,295794,336212,37140,23896,13244,152071,75900,76171,286985,95353,191632,155810,100645,55165
675,ship++_leaders_32,config2,0.254515,100000000,392904222,4309276,1350438,2958838,1522632,442827,1079805,250415,85693,164722,1530196,189423,1340773,1006033,632495,373538
676,ship++_leaders_32,config2,0.637422,100000000,156881844,4600233,1100187,3500046,465906,127411,338495,742693,95110,647583,2291403,508925,1782478,1100231,368741,731490
677,ship++_leaders_32,config2,0.607417,100000001,164631605,4812688,559415,4253273,461704,34794,426910,126472,117188,9284,2860226,124980,2735246,1364286,282453,1081833
678,ship++_leaders_32,config2,0.554531,100000003,180332435,4917133,277308,4639825,1163170,42596,1120574,24,19,5,2227241,99833,2127408,1526698,134860,1391838
679,ship++_leaders_32,config2,0.483499,100000001,206825576,4047262,229209,3818053,834878,34392,800486,24,16,8,2171924,93387,2078537,1040436,101414,939022
680,ship++_leaders_32,config2,0.374165,100000001,267261750,4665744,2413836,2251908,2182741,2020675,162066,24961,11430,13531,2377673,317448,2060225,80369,64283,16086
681,ship++_leaders_32,config2,0.500111,100000001,199955734,479226,224918,254308,108310,60485,47825,72099,12820,59279,138957,60805,78152,159860,90808,69052
682,ship++_leaders_32,config2,0.446014,100000000,224208065,13008136,10697470,2310666,5288989,4385655,903334,0,0,0,6806449,5402428,1404021,912698,909387,3311
683,ship++_leaders_32,config2,0.46235,100000003,216286583,3283119,1533221,1749898,1562313,1390870,171443,5220,2632,2588,1698738,131745,1566993,16848,7974,8874
684,ship++_leaders_32,config2,0.62098,100000003,161035779,6074248,1516133,4558115,448375,21239,427136,2591736,383148,2208588,442172,25883,416289,2591965,1085863,1506102
685,ship++_leaders_32,config2,0.682564,100000000,146506382,1088964,144767,944197,57627,9621,48006,201537,1454,200083,601287,47871,553416,228513,85821,142692
686,ship++_leaders_32,config2,0.397528,100000000,251554542,656701,614325,42376,310902,302707,8195,30806,26530,4276,212713,183315,29398,102280,101773,507
687,ship++_leaders_32,config2,0.742081,100000003,134756147,21346127,21272614,73513,165896,131110,34786,10463422,10457724,5698,183321,150468,32853,10533488,10533312,176
688,ship++_leaders_32,config2,0.711617,100000000,140525057,3756958,1254880,2502078,404723,129310,275413,463745,173993,289752,2139277,602607,1536670,749213,348970,400243
689,ship++_leaders_32,config2,0.8958,100000000,111632047,2346599,2110244,236355,882486,861225,21261,180744,109313,71431,1098512,963721,134791,184857,175985,8872
690,ship++_leaders_32,config2,0.469824,100000003,212845830,1168825,333114,835711,25135,2406,22729,265309,77427,187882,611034,136995,474039,267347,116286,151061
691,ship++_leaders_32,config2,0.519649,100000000,192437619,3801551,130777,3670774,655851,36900,618951,20,20,0,2133575,77686,2055889,1012105,16171,995934
692,ship++_leaders_32,config2,0.484466,100000003,206412761,1107583,332549,775034,23114,3608,19506,245174,66975,178199,593786,158800,434986,245509,103166,142343
693,ship++_leaders_32,config2,0.398814,100000003,250743141,635547,575700,59847,295077,284295,10782,30364,25796,4568,206826,163565,43261,103280,102044,1236
694,ship++_leaders_32,config2,0.580388,100000003,172298613,3300884,83294,3217590,970576,170,970406,136847,14929,121918,1335372,9906,1325466,858089,58289,799800
695,ship++_leaders_32,config2,0.729566,100000001,137067845,3583296,759149,2824147,296822,57398,239424,622466,117528,504938,1900637,334207,1566430,763371,250016,513355
696,ship++_leaders_32,config2,0.26301,100000001,380214320,2541238,335668,2205570,647323,64084,583239,278001,35097,242904,1132214,79795,1052419,483700,156692,327008
697,ship++_leaders_32,config2,0.874924,100000000,114295630,1795717,730876,1064841,315455,176573,138882,99632,78914,20718,1239210,344239,894971,141420,131150,10270
698,ship++_leaders_32,config2,0.138976,100000001,719550309,8752168,2735262,6016906,1888015,514344,1373671,1828655,427899,1400756,2272666,176694,2095972,2762832,1616325,1146507
699,ship++_leaders_32,config2,0.769756,100000003,129911326,1571205,1426264,144941,429756,406629,23127,294157,233221,60936,521321,467428,53893,325971,318986,6985
700,ship++_leaders_32,config2,0.121106,100000001,825724212,18751201,8228480,10522721,8468439,4395420,4073019,206376,69217,137159,7968952,2082359,5886593,2107434,1681484,425950
701,ship++_leaders_32,config2,1.29367,100000001,77299608,382567,18814,363753,27962,522,27440,3434,3,3431,287937,3673,284264,63234,14616,48618
702,ship++_leaders_32,config2,0.364151,100000003,274611686,8729349,4614159,4115190,2230154,1045808,1184346,871491,307213,564278,3452793,1502884,1949909,2174911,1758254,416657
703,ship++_leaders_32,config2,1.79696,100000000,55649649,1161473,1008717,152756,133690,127616,6074,47550,19936,27614,680415,562523,117892,299818,298642,1176
704,ship++_leaders_32,config2,0.557476,100000003,179379850,3481386,61805,3419581,1002064,44,1002020,140009,0,140009,1596642,9863,1586779,742671,51898,690773
705,ship++_leaders_32,config2,0.339613,100000000,294453187,5227611,4925174,302437,2121364,1999114,122250,29854,29577,277,2267223,2096492,170731,809170,799991,9179
706,ship++_leaders_32,config2,0.123887,100000000,807188107,26952773,13429057,13523716,11715171,9875856,1839315,27346,10832,16514,14876573,3271625,11604948,333683,270744,62939
707,ship++_leaders_32,config2,0.787621,100000000,126964547,1495380,533053,962327,89824,28458,61366,219210,37894,181316,750197,176222,573975,436149,290479,145670
708,ship++_leaders_32,config2,0.405064,100000003,246874344,6596676,3338812,3257864,1694995,769227,925768,658477,255827,402650,2682566,1114043,1568523,1560638,1199715,360923
709,ship++_leaders_32,config2,2.07905,100000001,48098913,2155,25,2130,803,0,803,129,0,129,1200,2,1198,23,23,0
710,ship++_leaders_32,config2,0.565135,100000002,176948906,134715,36533,98182,14854,4249,10605,1238,334,904,79526,9884,69642,39097,22066,17031
711,ship++_leaders_32,config2,0.914306,100000002,109372588,1373537,1055145,318392,396218,348690,47528,104383,39887,64496,675954,503534,172420,196982,163034,33948
712,ship++_leaders_32,config2,1.97504,100000000,50631878,865128,583410,281718,110516,92739,17777,417,404,13,655884,399153,256731,98311,91114,7197
713,ship++_leaders_32,config2,0.678313,100000003,147424587,2872436,81505,2790931,739086,74,739012,423298,7966,415332,1009334,1745,1007589,700718,71720,628998
714,lime,config1,0.406215,100000000,246174930,1162160,333138,829022,632029,137126,494903,264148,60558,203590,0,0,0,265983,135454,130529
715,lime,config1,0.723626,100000001,138192879,32513,7940,24573,21583,407,21176,3395,1,3394,0,0,0,7535,7532,3
716,lime,config1,0.590233,100000001,169424560,5752321,1616552,4135769,806178,24,806154,2473069,528968,1944101,0,0,0,2473074,1087560,1385514
717,lime,config1,0.40945,100000000,244229898,81693,61815,19878,53416,39660,13756,10648,4526,6122,0,0,0,17629,17629,0
718,lime,config1,0.346602,100000003,288515500,4687839,796537,3891302,3310967,666305,2644662,20,0,20,0,0,0,1376852,130232,1246620
719,lime,config1,1.1392,100000003,87781077,789842,173748,616094,401374,91242,310132,194168,902,193266,0,0,0,194300,81604,112696
720,lime,config1,0.60721,100000000,164687615,5455658,1560677,3894981,763532,94,763438,2345906,504774,1841132,0,0,0,2346220,1055809,1290411
721,lime,config1,0.287819,100000000,347441049,6993503,3833323,3160180,4167419,1818649,2348770,751801,302750,449051,0,0,0,2074283,1711924,362359
722,lime,config1,0.917485,100000002,108993662,1399109,1072892,326217,1148252,844906,303346,122689,107045,15644,0,0,0,128168,120941,7227
723,lime,config1,0.728239,100000002,137317640,1449232,895991,553241,1202431,704029,498402,114009,82007,32002,0,0,0,132792,109955,22837
724,lime,config1,0.0892473,100000002,1120481897,12168030,5542446,6625584,10389061,4400751,5988310,150397,83247,67150,0,0,0,1628572,1058448,570124
725,lime,config1,1.07955,100000002,92631416,613116,298166,314950,304680,110269,194411,151946,74967,76979,0,0,0,156490,112930,43560
726,lime,config1,0.234297,100000000,426808194,3244341,1408071,1836270,1933257,486396,1446861,328079,81559,246520,0,0,0,983005,840116,142889
727,lime,config1,0.459356,100000000,217695879,4478003,1460245,3017758,2621196,679161,1942035,760438,90951,669487,0,0,0,1096369,690133,406236
728,lime,config1,0.369261,100000001,270811042,4564551,1203510,3361041,3073733,636591,2437142,126461,114402,12059,0,0,0,1364357,452517,911840
729,lime,config1,0.460606,100000001,217105346,4917103,472110,4444993,3390381,159090,3231291,24,16,8,0,0,0,1526698,313004,1213694
730,lime,config1,0.356365,100000003,280611519,4047234,310729,3736505,3006773,155606,2851167,24,16,8,0,0,0,1040437,155107,885330
731,lime,config1,0.361521,100000001,276609412,2613318,2169075,444243,2495337,2082290,413047,37616,21570,16046,0,0,0,80365,65215,15150
732,lime,config1,0.496409,100000000,201446675,373291,269208,104083,144399,73413,70986,71290,40766,30524,0,0,0,157602,155029,2573
733,lime,config1,0.396822,100000001,252001974,2495433,1040099,1455334,2296043,841403,1454640,0,0,0,0,0,0,199390,198696,694
734,lime,config1,0.444646,100000003,224898091,1769069,1281117,487952,1739414,1271924,467490,12908,2402,10506,0,0,0,16747,6791,9956
735,lime,config1,0.570955,100000003,175145016,6027275,1698868,4328407,843451,132,843319,2591805,550913,2040892,0,0,0,2592019,1147823,1444196
736,lime,config1,0.43292,100000003,230989518,1058894,270970,787924,632847,48210,584637,201034,794,200240,0,0,0,225013,221966,3047
737,lime,config1,0.3945,100000000,253485121,411672,390297,21375,296217,280622,15595,32929,27711,5218,0,0,0,82526,81964,562
738,lime,config1,0.730903,100000003,136817126,21200174,21111923,88251,194764,144499,50265,10471722,10461001,10721,0,0,0,10533688,10506423,27265
739,lime,config1,0.497053,100000000,201185685,3679358,1465126,2214232,2465980,861853,1604127,467657,173229,294428,0,0,0,745721,430044,315677
740,lime,config1,0.820139,100000000,121930623,1432051,1185667,246384,1067511,916808,150703,180722,105565,75157,0,0,0,183818,163294,20524
741,lime,config1,0.414551,100000003,241224768,1165598,334268,831330,633144,142327,490817,265372,55524,209848,0,0,0,267082,136417,130665
742,lime,config1,0.402998,100000001,248139948,3801525,338488,3463037,2789401,155574,2633827,20,15,5,0,0,0,1012104,182899,829205
743,lime,config1,0.428965,100000003,233119470,1105150,325668,779482,614443,155495,458948,245232,54960,190272,0,0,0,245475,115213,130262
